MATCHKEY,RBAL,TRADES,AGE,AGE_groups,DELQID,CRELIM,goodbad,BRNEW,BRAGE
3022400,3759,19,48,AG_30_50,5,2500,1,6,86
3400524,6916,18,31,AG_30_50,1,10000,0,7,91
13845343,3897,12,48,AG_30_50,0,3250,0,17,98
5341456,43,13,28,AG_0_30,0,1000,0,36,83
3751157,10131,11,30,AG_0_30,7,5650,1,30,80
5411608,4073,30,39,AG_30_50,0,1750,0,1,102
13452449,0,13,44,AG_30_50,0,2000,0,21,116
4566710,1618,10,41,AG_30_50,1,2250,0,21,100
16505216,348,42,49,AG_30_50,0,2000,0,4,138
11392412,2177,18,49,AG_30_50,0,3250,0,2,140
15193793,5349,35,52,AG_50_70,0,1000,0,3,133
14131931,0,15,46,AG_30_50,1,1750,0,18,140
10004896,27,24,66,AG_50_70,0,3250,0,17,146
14532683,706,27,54,AG_50_70,7,500,1,15,127
2777898,16313,21,60,AG_50_70,0,4500,0,27,132
10314921,5174,13,84,AG_70_UP,7,3000,1,6,181
11324353,1708,20,42,AG_30_50,0,2750,0,10,156
10234842,5700,28,66,AG_50_70,0,1000,0,3,214
100064664,3340,34,53,AG_50_70,0,1000,0,8,220
14491941,7340,24,34,AG_30_50,7,500,1,15,258
3026644,44766,11,69,AG_50_70,0,5000,0,49,269
17086807,6814,20,76,AG_70_UP,1,1750,0,1,426
11613931,1193,19,66,AG_50_70,0,3250,0,24,494
16311986,842,4,54,AG_50_70,1,1250,0,3,5
17098504,5582,7,67,AG_50_70,1,1000,0,1,21
16178459,6,3,46,AG_30_50,0,1000,0,5,6
15934315,667,6,50,AG_30_50,1,2500,0,7,10
16210733,1532,4,68,AG_50_70,1,1195,0,5,12
14128984,3508,6,34,AG_30_50,0,2000,0,9,20
13452691,4505,7,49,AG_30_50,7,300,1,6,21
15935044,4646,9,56,AG_50_70,1,750,0,7,10
15992140,5212,15,36,AG_30_50,0,1250,0,7,10
13483896,2358,7,26,AG_0_30,1,2000,0,19,21
13763906,2282,5,21,AG_0_30,0,2000,0,19,20
13511209,3389,34,59,AG_50_70,0,500,0,13,20
16644413,13058,13,35,AG_30_50,0,2250,0,3,30
16013099,0,17,54,AG_50_70,0,1000,0,7,26
13581044,1533,16,55,AG_50_70,0,500,0,9,43
13706890,8586,13,27,AG_0_30,0,2000,0,6,34
14333352,478,6,20,AG_0_30,1,1750,0,17,25
13165692,0,6,61,AG_50_70,7,1500,1,11,29
14525191,1160,8,65,AG_50_70,2,1000,0,15,46
11596386,3930,13,49,AG_30_50,0,300,0,13,26
14204400,5447,5,33,AG_30_50,5,1750,1,17,46
11358735,803,4,39,AG_30_50,0,2000,0,22,27
10337654,0,3,92,AG_70_UP,0,2000,0,29,29
11485164,0,14,72,AG_70_UP,0,3250,0,26,26
11412870,2571,17,44,AG_30_50,0,300,0,20,26
11434568,3517,7,50,AG_30_50,0,3250,0,25,39
10371551,14175,5,33,AG_30_50,0,1750,0,28,47
10017606,0,10,84,AG_70_UP,0,3250,0,32,44
15480536,5966,10,47,AG_30_50,2,1200,0,3,74
5194789,3383,13,48,AG_30_50,7,950,1,6,51
10722777,5689,30,47,AG_30_50,0,1750,0,9,51
4363332,0,7,49,AG_30_50,1,1150,0,11,68
10291611,563,10,38,AG_30_50,0,3250,0,14,73
11342220,0,19,51,AG_50_70,0,3250,0,16,69
10405333,449,7,33,AG_30_50,6,1750,1,23,73
11538648,328,6,43,AG_30_50,0,3250,0,25,72
11406763,2891,3,78,AG_70_UP,0,1750,0,26,50
10737053,2394,9,67,AG_50_70,0,5000,0,28,63
10190116,3558,13,42,AG_30_50,0,2000,0,22,63
4717515,3258,14,71,AG_70_UP,0,2400,0,29,53
3987167,2626,7,44,AG_30_50,2,0,0,74,74
4695081,3271,6,34,AG_30_50,7,3400,1,42,74
4598591,5158,43,60,AG_50_70,1,3750,0,57,73
16590721,276,13,53,AG_50_70,0,1000,0,3,91
16199836,1845,6,27,AG_0_30,7,1000,1,4,82
15029056,1126,8,49,AG_30_50,0,1000,0,1,77
10160004,3829,29,53,AG_50_70,0,3250,0,0,79
17160221,5733,18,63,AG_50_70,7,500,1,1,94
14051407,0,24,37,AG_30_50,0,1000,0,7,89
16144491,900,20,78,AG_70_UP,1,1250,0,6,80
2380086,1122,7,52,AG_50_70,0,5250,0,7,92
11354138,10671,32,49,AG_30_50,1,4000,0,9,99
3582000,30291,24,37,AG_30_50,0,3000,0,7,84
4415747,989,13,30,AG_0_30,5,2100,1,12,78
13844472,0,11,71,AG_70_UP,0,2000,0,19,76
14936675,593,16,39,AG_30_50,0,500,0,12,80
13825643,3400,21,64,AG_50_70,0,2500,0,19,85
13176268,4476,16,36,AG_30_50,0,1750,0,18,88
14215071,8085,21,25,AG_0_30,0,3750,0,16,91
13209801,10307,18,52,AG_50_70,0,3250,0,18,81
4350248,14599,40,48,AG_30_50,0,4500,0,11,81
15015589,15841,13,50,AG_30_50,0,1500,0,12,85
5448781,12897,11,59,AG_50_70,7,2750,1,25,85
5276481,3234,7,53,AG_50_70,0,2500,0,37,91
100252763,1220,18,49,AG_30_50,4,1250,1,1,108
13944972,1007,9,22,AG_0_30,0,3250,0,9,109
4793871,14549,31,35,AG_30_50,1,900,0,9,121
14096081,3385,26,62,AG_50_70,2,2000,0,18,104
13845735,3978,29,76,AG_70_UP,0,2000,0,19,124
13165359,1016,19,28,AG_0_30,1,1750,0,22,111
10081273,9336,12,34,AG_30_50,1,4750,0,24,122
11393321,12354,10,42,AG_30_50,0,1500,0,26,119
1847546,2078,18,53,AG_50_70,1,3600,0,81,105
2826302,9480,13,47,AG_30_50,0,6000,0,44,106
1933137,11304,19,32,AG_30_50,2,3000,0,51,114
16095340,1221,7,64,AG_50_70,7,1000,1,6,147
14332242,2815,25,57,AG_50_70,2,300,0,6,133
11293258,7839,19,67,AG_50_70,0,1750,0,8,138
16228446,10607,12,69,AG_50_70,0,3250,0,5,127
15379875,4505,17,41,AG_30_50,4,500,1,11,125
13114243,41,12,39,AG_30_50,0,2500,0,22,135
5169364,12994,22,43,AG_30_50,1,2500,0,26,149
5309320,1221,20,75,AG_70_UP,7,1750,1,36,138
10028834,4313,16,63,AG_50_70,7,1750,1,32,145
3081520,17065,16,52,AG_50_70,7,5250,1,35,135
17075932,2846,13,77,AG_70_UP,5,1000,1,1,158
13739731,24,14,63,AG_50_70,0,3250,0,8,158
14243837,11298,36,38,AG_30_50,0,3000,0,9,165
11281773,450,10,37,AG_30_50,0,2500,0,19,170
15016037,3113,8,25,AG_0_30,0,1000,0,12,170
11281270,414,14,41,AG_30_50,0,3250,0,27,154
5257551,4637,15,55,AG_50_70,0,5000,0,3,247
5400822,16701,23,59,AG_50_70,0,3250,0,2,237
16049273,7898,25,46,AG_30_50,0,1500,0,5,224
14395363,19,12,45,AG_30_50,0,2250,0,16,272
14078888,8436,13,56,AG_50_70,0,1000,0,12,273
13076430,3700,36,65,AG_50_70,1,2500,0,5,458
11315040,2170,11,69,AG_50_70,0,1000,0,27,421
13435759,5585,8,39,AG_30_50,2,1750,0,4,27
2476225,8333,20,31,AG_30_50,0,5750,0,6,91
11637551,9979,26,59,AG_50_70,0,3250,0,9,98
1731986,4593,16,30,AG_0_30,0,6000,0,58,108
13946697,3671,16,52,AG_50_70,1,400,0,18,155
13752808,7872,32,51,AG_50_70,0,1750,0,18,218
4322933,7738,14,46,AG_30_50,2,300,0,29,228
16067166,537,6,38,AG_30_50,0,1000,0,5,6
11346059,3731,16,27,AG_0_30,0,2000,0,3,27
5465324,9989,36,39,AG_30_50,0,3500,0,3,59
13667396,4177,12,36,AG_30_50,3,831,1,6,70
4593920,11379,14,64,AG_50_70,3,3500,1,15,67
12876860,21538,33,50,AG_30_50,5,1500,1,13,75
11286678,848,24,72,AG_70_UP,0,1000,0,18,107
14552712,869,14,36,AG_30_50,0,3250,0,13,139
12966686,828,27,47,AG_30_50,0,300,0,23,128
100407970,4209,15,65,AG_50_70,2,1250,0,0,160
2129537,6045,12,53,AG_50_70,0,4750,0,59,253
4072122,425,22,64,AG_50_70,5,700,1,65,137
14460316,4140,19,43,AG_30_50,0,1000,0,16,153
13023305,450,6,42,AG_30_50,0,3250,0,23,23
10022595,1934,10,21,AG_0_30,1,1500,0,25,32
4627128,4672,17,46,AG_30_50,1,4250,0,30,64
11411516,16858,33,40,AG_30_50,7,1300,1,12,87
4010530,1489,10,26,AG_0_30,0,500,0,29,83
15991465,13472,44,59,AG_50_70,0,1500,0,2,227
3883942,4580,29,61,AG_50_70,0,2750,0,77,222
16548181,2666,5,26,AG_0_30,7,1000,1,4,4
5167439,9518,32,51,AG_50_70,1,3500,0,10,105
1783340,3338,18,29,AG_0_30,0,5500,0,2,128
13785570,28915,27,77,AG_70_UP,0,2750,0,1,157
1677380,15144,42,70,AG_50_70,0,2200,0,7,380
11442433,10726,30,60,AG_50_70,0,1019,0,24,142
100127180,1034,21,31,AG_30_50,0,1750,0,33,115
10702174,8952,34,75,AG_70_UP,0,2000,0,27,405
15951404,9589,35,64,AG_50_70,0,2000,0,4,149
17031994,1788,22,78,AG_70_UP,0,1750,0,2,161
16296827,16474,35,51,AG_50_70,0,500,0,3,162
4175715,4864,13,55,AG_50_70,0,1750,0,1,71
5187351,7628,16,64,AG_50_70,3,2000,1,10,65
14540839,8621,14,45,AG_30_50,0,2250,0,2,90
3316742,9601,21,53,AG_50_70,0,1906,0,3,83
2546987,2799,8,46,AG_30_50,0,5750,0,11,92
1689993,11473,13,77,AG_70_UP,2,3300,0,26,101
14119939,19894,23,57,AG_50_70,2,3250,0,5,125
11491973,8582,15,63,AG_50_70,0,3500,0,26,175
16159882,10076,29,69,AG_50_70,0,1000,0,6,256
14911759,2495,10,26,AG_0_30,0,1000,0,8,13
12907499,3617,14,23,AG_0_30,0,3250,0,5,34
14526079,315,10,31,AG_30_50,0,1750,0,15,34
14745704,8986,23,23,AG_0_30,0,2000,0,1,56
14453841,771,13,29,AG_0_30,0,1750,0,16,66
4176451,4739,7,35,AG_30_50,0,1200,0,15,71
14781636,6725,18,32,AG_30_50,0,500,0,2,99
14532440,4143,16,58,AG_50_70,7,1750,1,15,99
14276563,5624,19,46,AG_30_50,0,1750,0,17,86
100066772,10372,17,65,AG_50_70,0,3500,0,10,94
11314479,25139,22,46,AG_30_50,7,2750,1,12,82
10337185,1382,13,25,AG_0_30,0,2000,0,29,84
11613123,6726,18,28,AG_0_30,0,1750,0,24,83
2090178,9103,21,48,AG_30_50,0,5500,0,25,99
13094063,15160,17,82,AG_70_UP,0,1750,0,22,94
13576908,16995,63,46,AG_30_50,0,2000,0,2,115
11399267,16041,24,43,AG_30_50,0,2500,0,8,116
2830998,11529,17,70,AG_50_70,1,5750,0,10,112
3328120,17607,15,52,AG_50_70,0,5750,0,16,115
4063558,5866,20,69,AG_50_70,0,1750,0,23,107
4743888,1431,15,68,AG_50_70,1,3000,0,52,109
16212558,2633,27,42,AG_30_50,7,1750,1,6,140
10330917,27865,36,60,AG_50_70,0,3250,0,22,172
5318513,24455,18,45,AG_30_50,0,3250,0,0,284
14605525,1260,24,53,AG_50_70,0,1000,0,15,257
14606467,1615,10,46,AG_30_50,0,2500,0,2,24
13903287,2197,6,29,AG_0_30,1,2500,0,1,19
16016544,1785,7,32,AG_30_50,0,1750,0,7,8
14936409,2481,7,38,AG_30_50,1,3250,0,9,21
14631879,1397,9,20,AG_0_30,0,1000,0,4,26
10353266,82,7,49,AG_30_50,0,1000,0,28,28
11458822,1582,3,39,AG_30_50,7,1750,1,26,30
10267061,9085,11,32,AG_30_50,0,3250,0,24,29
5208274,8390,19,42,AG_30_50,0,2750,0,4,52
13514271,1539,13,37,AG_30_50,0,3250,0,18,59
13582106,3040,26,40,AG_30_50,7,1000,1,13,56
10043201,15171,17,62,AG_50_70,0,2750,0,32,72
13806788,731,12,50,AG_30_50,0,1750,0,4,80
4116625,3271,17,53,AG_50_70,0,3750,0,2,82
14361398,4912,13,37,AG_30_50,4,400,1,2,82
13172651,38705,29,26,AG_0_30,7,3250,1,1,77
15980608,3566,10,27,AG_0_30,1,2000,0,7,78
15269876,978,19,30,AG_0_30,1,950,0,12,91
14980150,7474,17,52,AG_50_70,0,1000,0,12,95
3834563,52,13,42,AG_30_50,0,1000,0,58,77
2444213,2008,16,28,AG_0_30,0,3250,0,74,91
4428375,6769,2,30,AG_0_30,0,4800,0,67,96
12955985,9899,27,48,AG_30_50,0,1750,0,3,118
11553148,2026,47,36,AG_30_50,0,1000,0,8,100
14272602,2074,10,31,AG_30_50,4,1750,1,17,105
3066162,12166,17,53,AG_50_70,0,4750,0,24,103
1751287,331,9,29,AG_0_30,1,1250,0,98,113
1928786,9487,12,41,AG_30_50,7,4500,1,48,113
4257397,17531,39,45,AG_30_50,1,1000,0,2,139
14541436,1527,16,28,AG_0_30,1,500,0,15,126
11386835,2475,8,76,AG_70_UP,0,3250,0,20,148
16958823,1565,26,61,AG_50_70,2,500,0,2,178
13186209,764,21,67,AG_50_70,0,1750,0,12,187
3162895,1299,31,38,AG_30_50,0,3150,0,16,155
13435606,3583,20,58,AG_50_70,0,1750,0,18,164
14196980,35824,44,65,AG_50_70,0,3250,0,17,167
13135600,13547,17,64,AG_50_70,0,2000,0,22,163
5398208,1490,15,43,AG_30_50,0,1750,0,9,235
11502135,2821,23,48,AG_30_50,0,2000,0,10,212
10737468,4466,22,45,AG_30_50,1,2000,0,10,203
4029450,7866,26,52,AG_50_70,7,3200,1,19,201
17160425,8030,25,63,AG_50_70,0,1500,0,1,267
13787112,4576,29,40,AG_30_50,1,1000,0,10,94
13057420,918,21,53,AG_50_70,0,500,0,23,87
3663918,4798,13,41,AG_30_50,7,2000,1,25,83
14615858,4012,20,28,AG_0_30,0,1000,0,2,118
11529643,5223,11,53,AG_50_70,0,2250,0,21,36
11435933,6679,22,31,AG_30_50,1,2250,0,26,46
100253000,14594,40,41,AG_30_50,7,1750,1,1,149
15770636,2130,7,32,AG_30_50,1,500,0,3,18
13137145,6674,19,38,AG_30_50,0,2500,0,22,134
1564964,8798,41,31,AG_30_50,0,3250,0,141,148
4639255,11310,36,56,AG_50_70,0,2500,0,7,165
15893233,20029,27,38,AG_30_50,1,2250,0,6,179
1338454,10446,21,46,AG_30_50,1,6000,0,43,250
3081435,28518,24,65,AG_50_70,1,2300,0,3,106
4515414,18823,17,47,AG_30_50,1,4000,0,62,147
16723786,4369,13,27,AG_0_30,1,500,0,3,27
10337210,9433,14,75,AG_70_UP,0,2000,0,29,126
13237688,4423,20,39,AG_30_50,0,3250,0,21,47
14562813,2390,12,36,AG_30_50,7,470,1,15,32
14168906,7080,32,77,AG_70_UP,0,1000,0,5,144
2698477,17586,17,60,AG_50_70,0,5750,0,50,394
4607726,15301,28,60,AG_50_70,0,4250,0,12,226
15228026,2999,8,21,AG_0_30,1,700,0,12,12
14968959,10863,17,36,AG_30_50,7,2400,1,12,40
12973420,17362,47,27,AG_0_30,0,2750,0,5,76
5363457,15849,16,71,AG_70_UP,0,3250,0,6,101
3802206,42583,49,56,AG_50_70,0,1650,0,11,129
5183602,6976,15,50,AG_30_50,1,2600,0,39,127
13935650,4614,10,20,AG_0_30,0,2500,0,14,24
14155371,2398,8,30,AG_0_30,0,3250,0,9,30
14719367,3048,14,43,AG_30_50,0,1000,0,10,39
12875509,14570,16,38,AG_30_50,0,3250,0,24,47
5463656,5263,24,66,AG_50_70,2,1250,0,34,63
12826386,4273,29,35,AG_30_50,0,2000,0,7,91
2096517,24635,19,66,AG_50_70,4,5500,1,16,95
14912120,61237,42,59,AG_50_70,0,2500,0,13,89
10339823,6122,13,28,AG_0_30,0,4000,0,29,92
13580736,2369,20,59,AG_50_70,0,1750,0,3,106
14461318,16163,33,38,AG_30_50,1,4750,0,1,121
10268122,23259,22,84,AG_70_UP,3,4000,1,1,114
5441632,146,36,37,AG_30_50,0,2000,0,11,119
11626009,2616,14,43,AG_30_50,2,2900,0,24,119
10020247,7266,27,33,AG_30_50,0,1750,0,4,126
13902681,4144,17,52,AG_50_70,0,1750,0,19,146
14808537,16871,43,68,AG_50_70,1,1000,0,2,159
14606062,3716,30,58,AG_50_70,0,2500,0,15,198
4065639,3080,23,50,AG_30_50,0,5250,0,25,157
14518841,1396,27,38,AG_30_50,0,300,0,15,213
13706510,6756,36,42,AG_30_50,0,500,0,7,270
11281919,104456,62,85,AG_70_UP,0,3250,0,6,566
16066441,6998,8,41,AG_30_50,1,1000,0,4,6
13066654,6201,7,25,AG_0_30,0,1750,0,2,33
13460270,10895,24,25,AG_0_30,1,3250,0,4,35
13844964,10890,10,66,AG_50_70,0,2000,0,8,27
11313422,651,12,40,AG_30_50,0,3250,0,11,37
13235728,1746,13,21,AG_0_30,1,3000,0,16,30
13764874,1939,10,28,AG_0_30,1,1000,0,18,30
14605128,2183,16,37,AG_30_50,1,1000,0,15,31
14217677,5583,20,25,AG_0_30,0,2250,0,17,28
13513718,6370,5,31,AG_30_50,0,3000,0,20,39
13696599,3971,13,43,AG_30_50,4,4250,1,8,57
13641719,14733,14,47,AG_30_50,0,5250,0,15,51
5252051,4948,9,48,AG_30_50,0,1600,0,24,71
4457345,25796,11,57,AG_50_70,0,4000,0,20,69
3046042,4483,23,50,AG_30_50,5,5700,1,3,99
10059885,23928,26,54,AG_50_70,1,3250,0,5,96
4248856,5763,13,31,AG_30_50,0,3250,0,19,81
2240122,2094,17,42,AG_30_50,0,4550,0,28,93
3693303,406,10,68,AG_50_70,0,3000,0,30,78
3434461,2397,13,46,AG_30_50,7,2800,1,78,90
2861672,10281,9,59,AG_50_70,1,3750,0,85,86
11601118,5971,14,43,AG_30_50,0,2000,0,3,107
16548005,8159,21,27,AG_0_30,2,1250,0,4,109
13198500,2400,23,61,AG_50_70,0,1750,0,5,102
2673425,45530,35,57,AG_50_70,4,3250,1,6,110
5436131,11645,28,57,AG_50_70,1,1500,0,20,113
10028478,19127,23,45,AG_30_50,0,2250,0,26,100
2788889,25263,29,65,AG_50_70,0,6000,0,4,137
11308236,1163,46,51,AG_50_70,5,1900,1,9,129
11432187,17661,20,50,AG_30_50,7,1000,1,5,125
14196643,2322,9,57,AG_50_70,0,4500,0,17,147
10157821,3433,14,52,AG_50_70,0,1500,0,25,134
15227063,22972,37,64,AG_50_70,1,3250,0,1,155
15870999,3183,31,35,AG_30_50,0,2000,0,7,166
13136090,19386,16,45,AG_30_50,0,1000,0,10,188
10723174,8054,15,63,AG_50_70,0,814,0,2,231
100042109,4301,21,69,AG_50_70,0,2000,0,15,331
5284473,736,8,64,AG_50_70,0,3250,0,14,61
4408146,2874,22,52,AG_50_70,0,6000,0,4,92
14626693,14312,33,56,AG_50_70,0,2250,0,3,137
3335319,1418,29,49,AG_30_50,0,700,0,9,356
5270993,1041,18,47,AG_30_50,0,1800,0,3,94
3830918,14828,20,56,AG_50_70,7,3900,1,17,102
16559349,53327,74,43,AG_30_50,0,3000,0,1,154
1525288,9646,13,34,AG_30_50,0,2000,0,86,169
16973969,520,15,82,AG_70_UP,0,1750,0,2,21
14176415,697,9,33,AG_30_50,0,3250,0,17,18
5230036,13101,15,59,AG_50_70,1,2000,0,13,41
13982985,15143,24,34,AG_30_50,1,3250,0,1,45
4356415,3155,21,26,AG_0_30,0,1750,0,57,74
2389276,17888,25,51,AG_50_70,0,4250,0,4,281
13649418,12001,31,32,AG_30_50,0,2000,0,3,140
5371915,7327,24,51,AG_50_70,1,5000,0,0,82
5356724,11957,26,33,AG_30_50,2,1800,0,15,67
14022014,4280,36,55,AG_50_70,0,1500,0,10,216
5370219,21909,19,67,AG_50_70,0,3250,0,20,70
1837975,23272,28,47,AG_30_50,7,3100,1,11,425
3707832,7472,19,26,AG_0_30,0,5750,0,1,85
10735223,17210,12,54,AG_50_70,0,3000,0,6,113
14154696,714,10,25,AG_0_30,1,1500,0,3,18
16749198,1866,13,43,AG_30_50,0,2250,0,3,15
10721302,10663,23,48,AG_30_50,7,2000,1,13,32
11452216,2182,14,54,AG_50_70,7,1500,1,16,57
14476724,11113,12,55,AG_50_70,1,3750,0,11,74
3037293,8598,26,33,AG_30_50,0,5500,0,32,94
13723740,3605,22,41,AG_30_50,0,2750,0,7,109
13767738,4178,19,28,AG_0_30,0,500,0,19,120
14496708,4293,22,30,AG_0_30,1,1000,0,2,131
11352269,7677,31,34,AG_30_50,0,1000,0,9,147
14120339,6698,16,48,AG_30_50,0,2250,0,18,147
13899535,13686,18,37,AG_30_50,1,2500,0,3,175
16154164,10536,15,49,AG_30_50,0,2750,0,6,152
10044869,12330,25,42,AG_30_50,0,1000,0,7,158
4480631,11206,35,69,AG_50_70,5,3000,1,10,157
13331509,1973,24,47,AG_30_50,0,3750,0,21,228
12927855,5368,32,78,AG_70_UP,0,1000,0,1,345
4103013,8967,32,58,AG_50_70,1,2250,0,29,363
100173157,65,2,25,AG_0_30,2,300,0,1,13
16864585,391,6,57,AG_50_70,0,1000,0,2,23
17086598,1137,6,21,AG_0_30,6,500,1,1,14
14615187,1295,11,24,AG_0_30,1,1500,0,2,30
15357227,2648,14,27,AG_0_30,2,300,0,1,25
11407336,3255,12,28,AG_0_30,1,1181,0,14,40
13543023,4971,11,23,AG_0_30,0,1500,0,19,27
13511910,0,9,25,AG_0_30,2,2500,0,20,31
10405116,7735,7,46,AG_30_50,1,2500,0,28,45
5449713,3732,14,31,AG_30_50,4,1197,1,34,34
11502471,138,13,23,AG_0_30,0,1000,0,4,51
16237577,2358,11,23,AG_0_30,7,1700,1,3,59
14525710,4145,23,43,AG_30_50,1,1500,0,5,68
10322062,4508,11,38,AG_30_50,0,5750,0,29,56
5464105,21502,10,35,AG_30_50,0,3250,0,20,52
16474924,1474,28,24,AG_0_30,2,1000,0,4,93
14948973,1847,25,58,AG_50_70,1,1500,0,2,90
16423868,17956,19,41,AG_30_50,1,2250,0,4,85
3007007,6353,9,64,AG_50_70,0,5000,0,5,85
12999017,6916,22,65,AG_50_70,1,1500,0,19,82
1766128,2446,17,40,AG_30_50,0,1500,0,23,98
11612533,6523,16,61,AG_50_70,0,1000,0,24,87
3011790,6006,23,41,AG_30_50,1,4500,0,23,89
4026538,9644,12,83,AG_70_UP,0,2750,0,21,76
4534895,7223,9,31,AG_30_50,0,1500,0,37,83
4051746,30102,27,62,AG_50_70,3,855,1,66,86
14395093,29157,12,53,AG_50_70,0,1750,0,15,116
11351248,2896,14,74,AG_70_UP,0,2000,0,27,110
10352076,56,35,75,AG_70_UP,0,1750,0,2,142
16354061,8067,16,47,AG_30_50,7,1750,1,5,129
4207130,9375,9,43,AG_30_50,3,1160,1,5,137
1374470,17418,18,29,AG_0_30,0,6000,0,6,130
2474973,6632,37,59,AG_50_70,1,3750,0,17,127
13597835,0,17,50,AG_30_50,0,1100,0,20,145
10418974,4154,23,47,AG_30_50,0,1750,0,28,133
13806281,8918,35,40,AG_30_50,0,2500,0,9,151
5387045,1682,9,67,AG_50_70,1,3000,0,29,162
10296510,10205,15,60,AG_50_70,1,3000,0,22,177
14331880,3377,20,42,AG_30_50,0,2000,0,17,243
10692524,3815,28,86,AG_70_UP,0,1000,0,4,275
14282962,17392,35,61,AG_50_70,1,2000,0,17,143
16390298,1086,12,43,AG_30_50,0,1000,0,5,84
10197744,5486,19,46,AG_30_50,1,2000,0,17,118
4536760,6821,47,70,AG_50_70,1,4250,0,12,102
3829259,1907,51,42,AG_30_50,0,5250,0,3,148
12991481,13056,24,52,AG_50_70,0,3000,0,6,286
14424864,4899,23,60,AG_50_70,0,3250,0,1,107
13837988,10639,37,31,AG_30_50,7,300,1,19,160
11402447,1354,13,35,AG_30_50,0,2000,0,12,26
4788613,2512,25,45,AG_30_50,7,450,1,11,115
10353278,4320,33,60,AG_50_70,0,5000,0,26,102
12966395,27658,22,62,AG_50_70,0,3250,0,2,375
5389687,5183,12,49,AG_30_50,0,3750,0,15,35
11446962,12804,19,43,AG_30_50,0,3250,0,16,82
100323156,4436,16,46,AG_30_50,6,1000,1,1,153
100223499,14121,23,76,AG_70_UP,0,500,0,1,165
15822139,18198,23,34,AG_30_50,7,1000,1,7,60
13916645,10056,12,37,AG_30_50,0,1000,0,9,124
15007775,3550,39,62,AG_50_70,0,2000,0,12,135
15027780,9430,32,45,AG_30_50,0,3250,0,4,120
14717865,1866,12,33,AG_30_50,7,500,1,13,58
11611098,13172,26,34,AG_30_50,1,4000,0,2,86
3956910,27228,58,48,AG_30_50,0,4500,0,1,82
16739459,30436,18,46,AG_30_50,0,1750,0,3,106
13727808,37637,30,51,AG_50_70,1,1500,0,2,141
4515625,34815,37,66,AG_50_70,5,3400,1,2,174
11508737,9386,18,33,AG_30_50,0,1000,0,13,44
2456557,186,23,29,AG_0_30,0,4750,0,3,91
13235020,12216,34,27,AG_0_30,0,1750,0,11,95
100278073,2076,27,29,AG_0_30,2,500,0,1,124
13900425,1734,25,22,AG_0_30,1,2000,0,19,114
14459939,54,17,44,AG_30_50,0,2000,0,16,138
3740545,9917,29,41,AG_30_50,0,1500,0,52,232
14642200,3169,9,40,AG_30_50,0,2500,0,11,27
100254681,3849,12,63,AG_50_70,0,1750,0,1,73
5340806,16608,15,23,AG_0_30,0,3250,0,3,55
13724300,1238,9,46,AG_30_50,0,900,0,6,99
1742021,6690,14,45,AG_30_50,2,2800,0,12,98
5381913,1046,11,68,AG_50_70,6,1750,1,26,88
14868088,9,14,54,AG_50_70,0,500,0,12,123
13683353,4448,20,50,AG_30_50,0,1000,0,1,130
4563573,24648,11,58,AG_50_70,0,4000,0,16,170
15001193,4870,20,47,AG_30_50,0,3750,0,11,215
14476662,2246,13,36,AG_30_50,0,2000,0,1,19
11294282,19567,19,63,AG_50_70,0,950,0,7,50
5245591,16797,25,22,AG_0_30,0,5000,0,5,62
16765864,6565,8,55,AG_50_70,1,1250,0,2,14
16097178,8454,17,46,AG_30_50,5,1250,1,5,63
5165232,5055,35,31,AG_30_50,2,2750,0,32,100
16575242,3399,26,58,AG_50_70,1,1750,0,3,208
10147491,3369,29,41,AG_30_50,1,2500,0,17,76
11534075,20634,21,45,AG_30_50,1,2250,0,11,152
11543281,2702,15,49,AG_30_50,0,2000,0,9,33
3064326,11687,31,74,AG_70_UP,0,6000,0,23,165
14756363,13269,25,41,AG_30_50,0,1500,0,6,100
10235057,3293,25,56,AG_50_70,0,3250,0,6,140
15343983,9476,20,42,AG_30_50,3,400,1,8,41
14927993,3233,14,35,AG_30_50,1,1500,0,13,50
5244071,9479,11,27,AG_0_30,3,2750,1,15,62
2444608,14426,24,48,AG_30_50,0,4900,0,1,91
13239771,12781,23,25,AG_0_30,0,1000,0,15,79
4597871,9535,14,73,AG_70_UP,0,2750,0,57,77
4706091,12431,28,27,AG_0_30,3,2250,1,20,101
14980408,40694,35,42,AG_30_50,1,2000,0,12,201
5417840,2840,21,40,AG_30_50,0,1750,0,3,96
3510502,10844,19,36,AG_30_50,0,6000,0,17,92
14095868,4449,27,25,AG_0_30,0,500,0,10,103
11528632,4529,22,41,AG_30_50,0,2500,0,8,144
10407529,2515,18,79,AG_70_UP,0,500,0,28,158
12967822,11816,17,52,AG_50_70,1,1500,0,12,236
14475764,1783,8,22,AG_0_30,0,3250,0,16,16
14332039,2084,10,50,AG_30_50,1,2500,0,2,27
5468018,3020,14,49,AG_30_50,0,134,0,4,34
14467067,13486,18,22,AG_0_30,0,1750,0,3,34
11412272,3872,20,22,AG_0_30,0,3750,0,6,34
10396848,1808,14,54,AG_50_70,0,2000,0,21,42
3734503,29721,23,48,AG_30_50,1,10000,0,30,90
15001981,13979,28,38,AG_30_50,1,1000,0,6,117
13553707,7875,27,63,AG_50_70,0,1750,0,20,171
14280294,1524,19,70,AG_50_70,2,500,0,6,212
14979597,19012,28,77,AG_70_UP,7,300,1,12,239
